epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,5356.04,0.82305,0.43994,0.96408,0.97898,0.97039,0.98174,0.76165,0.84313,0.41222,0.96445,0.000420875,0.000420875,0.000420875
69,5434.64,0.81448,0.43511,0.96235,0.97609,0.97664,0.98385,0.76463,0.84063,0.40819,0.97075,0.0004085,0.0004085,0.0004085
70,5512.9,0.81191,0.43811,0.95898,0.97307,0.96738,0.98067,0.76621,0.84122,0.41028,0.96903,0.000396125,0.000396125,0.000396125
71,5590.51,0.81068,0.4277,0.95688,0.97346,0.97286,0.98182,0.76154,0.84201,0.41494,0.9746,0.00038375,0.00038375,0.00038375
72,5668.34,0.80599,0.41954,0.96137,0.96661,0.97797,0.98313,0.76301,0.84286,0.40598,0.97673,0.000371375,0.000371375,0.000371375
73,5746.01,0.80997,0.42529,0.96073,0.96742,0.97285,0.98175,0.76358,0.84316,0.40436,0.97205,0.000359,0.000359,0.000359
74,5823.85,0.82644,0.42844,0.96839,0.96861,0.9739,0.9813,0.76543,0.83656,0.39991,0.97039,0.000346625,0.000346625,0.000346625
75,5901.58,0.80195,0.42493,0.95557,0.97635,0.97225,0.98249,0.76722,0.83503,0.39535,0.96467,0.00033425,0.00033425,0.00033425
76,5979.26,0.79634,0.41555,0.95527,0.97302,0.97286,0.98128,0.76861,0.84074,0.40194,0.97236,0.000321875,0.000321875,0.000321875
77,6056.99,0.79085,0.41221,0.95386,0.97638,0.97201,0.98091,0.7678,0.84165,0.40216,0.97186,0.0003095,0.0003095,0.0003095
78,6134.91,0.78614,0.41853,0.95121,0.96774,0.97181,0.97832,0.7717,0.83222,0.39855,0.96932,0.000297125,0.000297125,0.000297125
79,6212.58,0.77481,0.40809,0.9516,0.96826,0.97998,0.98234,0.76929,0.8312,0.40322,0.97007,0.00028475,0.00028475,0.00028475
80,6290.49,0.78008,0.40564,0.94796,0.97667,0.9738,0.98431,0.76871,0.83118,0.39661,0.96529,0.000272375,0.000272375,0.000272375
81,6368.46,0.7803,0.41551,0.94773,0.97015,0.97366,0.98415,0.76805,0.82933,0.39911,0.9645,0.00026,0.00026,0.00026
82,6446.28,0.78356,0.40615,0.95028,0.9714,0.97506,0.98166,0.77124,0.82439,0.39043,0.96589,0.000247625,0.000247625,0.000247625
83,6525.22,0.78826,0.41421,0.95881,0.96915,0.97444,0.98066,0.77365,0.8241,0.3869,0.96382,0.00023525,0.00023525,0.00023525
84,6604.14,0.77532,0.40216,0.94758,0.98085,0.97673,0.98493,0.77381,0.82387,0.39165,0.97048,0.000222875,0.000222875,0.000222875
85,6682.32,0.77165,0.40321,0.94586,0.97405,0.97201,0.98051,0.77477,0.82041,0.38972,0.96567,0.0002105,0.0002105,0.0002105
86,6760.15,0.76916,0.40566,0.94847,0.97491,0.96861,0.98094,0.77358,0.81987,0.38653,0.96217,0.000198125,0.000198125,0.000198125
87,6838.14,0.76766,0.40152,0.94393,0.97906,0.97566,0.98338,0.77893,0.81604,0.38346,0.95865,0.00018575,0.00018575,0.00018575
